title,authors,abstract,bib_handle,bib_note,url,jel,year,journal
Political Uncertainty and the Geographic Allocation of Credit: Evidence from Small Businesses,GERALDO CERQUEIRO & ANA MÃO‐DE‐FERRO & MARÍA FABIANA PENAS,"We investigate how banks change the geographic distribution of their small business loan portfolio when they face political uncertainty in some of the states where they operate. Using exogenous variation in gubernatorial elections with binding term limits, we show that political uncertainty causes local banks to increase out‐of‐state lending to small firms, particularly those located in higher‐income areas. This effect follows a decrease in local lending and is stronger for banks that are more capital‐constrained. The increase in out‐of‐state credit leads to an increase in employment growth and net firm creation in sectors with larger capital needs.",wly:jmoncb:v:57:y:2025:i:8:p:2253-2285,10.1111/jmcb.13159,https://doi.org/10.1111/jmcb.13159,,2025,jmcb
Macroprudential Governance and Capacity to Remove the Punch Bowl,Etienne Lepers,"While the merits of a macroprudential approach to financial regulation are now taken for granted, there is little consensus on which authority to lead the charge. It is, however, often assumed that delegating such powers to independent central banks will limit the interference of short-term political considerations and hence strengthen macroprudential capacity. This paper tests this hypothesis leveraging a newly computed index of macroprudential institutional arrangements for 58 countries in the post-global financial crisis period and finds contrasting results: when in charge, independent central banks are less likely than Ministries of Finance to tighten macroprudential policy in the expansion phase of the credit cycle. This is especially the case for more visible and unpopular tools such as loan-to-value caps compared to less visible measures such as capital requirements. However, the mere existence of financial stability committees coordinating ministries and central bank positions appears to condition macroprudential regulators’ policy reactions. The paper concludes by discussing different explanations for such institutional behavior to be tested in future work.",pal:imfecr:v:73:y:2025:i:4:d:10.1057_s41308-024-00258-7,10.1057/s41308-024-00258-7,http://link.springer.com/10.1057/s41308-024-00258-7,E61&E02&E58&E42&E32,2025,imfer
Will the Green Transition be Inflationary? Expectations Matter,Alessandro Ferrari & Valerio Nispi Landi,"We analyze the inflationary effects of a gradual increase in a carbon tax in the textbook New Keynesian model. The policy gradually reduces emissions, a key feature of the green transition. We find that the increase in the tax today exerts inflationary pressures, but the expected further increase in the tax tomorrow depresses current demand, putting downward pressure on prices: We show that the second effect is larger. If households do not anticipate a future fall in income (because they are not rational or the government is not credible), the overall effect may be inflationary. We extend the analysis in a medium-scale DSGE model, and we find again that the green transition is deflationary. Also in this larger model, by relaxing the rational expectations assumption, we show that the transition may initially be inflationary.",pal:imfecr:v:73:y:2025:i:4:d:10.1057_s41308-024-00262-x,10.1057/s41308-024-00262-x,http://link.springer.com/10.1057/s41308-024-00262-x,E31&D84&Q58,2025,imfer
A Tail of Three Occasionally Binding Constraints: A Modelling Approach to GDP-at-Risk,David Aikman & Kristina Bluwstein & Sudipto Karmakar,"We build a semi-structural New Keynesian model to study the drivers of macroeconomic tail risk (‘GDP-at-Risk’). Our model features three key nonlinearities: an effective lower bound on nominal interest rates; a credit crunch in bank loan supply when bank capital depletes; and deleveraging by borrowers when debt service burdens become excessive. These nonlinearities can interact to amplify GDP-at-Risk: for example, when debt burdens rise sufficiently, this increases the risk of debt deleveraging but also that of a credit crunch and hitting the effective lower bound. We use the model to study various UK recessions and document the amplification potential driven by the prevailing levels of headroom vis-a-vis the effective lower bound, the bank capital constraint, and the debt service burden threshold. Furthermore, we simulate a persistent inflation shock to analyse how these interactions might operate at this juncture.",pal:imfecr:v:73:y:2025:i:4:d:10.1057_s41308-024-00253-y,10.1057/s41308-024-00253-y,http://link.springer.com/10.1057/s41308-024-00253-y,G28&E52&G01,2025,imfer
The Negative Mean Output Gap and the Symmetry Bias of Statistical Filters,Shekhar Aiyar & National Council of Applied Economic Research ) & Simon Voigts,"The output gap has a negative mean over time. More precisely, in a New Keynesian model with labor search frictions, downward nominal wage rigidity amplifies the decline in employment during recessions, causing a larger negative deviation from full employment output than the positive deviation during booms. But standard output gap estimation methods are constructed such that their estimates have a mean of zero. To analyze the resulting ‘symmetry bias’, standard filtering techniques are applied to simulated data from a NK model, allowing a comparison of the model’s true gap with estimates. While filters are fairly accurate during periods of moderate macroeconomic fluctuations, they underestimate potential output substantially during deep recessions, when downward nominal wage rigidity is most binding. This is shown to lead to costly policy errors. If standard filter estimates inform countercyclical monetary or fiscal policy, symmetry bias weakens the policy response to recessions, resulting in higher output losses than under hypothetical knowledge of the true output gap. For example, focusing on the 25% deepest recessions, symmetry bias leads to inappropriately weak policy responses and premature tightening that amplifies output losses by more than a third on average.",pal:imfecr:v:73:y:2025:i:4:d:10.1057_s41308-024-00257-8,10.1057/s41308-024-00257-8,http://link.springer.com/10.1057/s41308-024-00257-8,E32&E61&E37,2025,imfer
Correction: Will the Green Transition be Inflationary? Expectations Matter,Alessandro Ferrari & Valerio Nispi Landi,,pal:imfecr:v:73:y:2025:i:4:d:10.1057_s41308-024-00269-4,10.1057/s41308-024-00269-4,http://link.springer.com/10.1057/s41308-024-00269-4,,2025,imfer
Quantifying Risks to Sovereign Market Access,Diana Zigraiova & Aitor Erce,"We use the euro area debt crisis experience to study episodes when sovereigns lose access to bond markets. We construct a detailed dataset with potential leading indicators and evaluate their ability to forecast episodes when market access is lost. We show that factors capable of foreseeing market tensions go beyond traditional metrics of the fiscal stance and of global and domestic macroeconomic conditions. Variables that describe conditions in primary and secondary sovereign bond markets are key predictors of market access tensions. We construct simple indices and multivariate models and use them to predict market access tensions. Simple indices capture worsening conditions but yield unsatisfactory out-of-sample results. Multivariate models generate better forecasts highlighting how tools to evaluate risks to sovereign market access trade off communicability and accuracy. Finally, we show the importance of accounting for different policymakers’ preferences.",pal:imfecr:v:73:y:2025:i:4:d:10.1057_s41308-024-00244-z,10.1057/s41308-024-00244-z,http://link.springer.com/10.1057/s41308-024-00244-z,G01&C53&G15,2025,imfer
Forward Guidance with Preferences over Safe Assets,Ansgar Rannenberg,"I show that preferences over safe assets (POSA), calibrated by targeting estimates of the wedge between household discount and market interest rates and the effect of the supply of government bonds on their yields, attenuate the of effect forward guidance in a New Keynesian model, by reducing consumption’s responsiveness to future interest rates and generating a wealth effect from real government bond holdings. The attenuation carries over to a medium-scale model with POSA estimated on Euro Area macroeconomic, fiscal and interest-rate expectation data. The empirical fit of the POSA model strongly outperforms an otherwise identical model without POSA.",pal:imfecr:v:73:y:2025:i:4:d:10.1057_s41308-024-00242-1,10.1057/s41308-024-00242-1,http://link.springer.com/10.1057/s41308-024-00242-1,E32&E52&E62,2025,imfer
Role﻿ of Government Policies in Smoothing Borrowers’ Spending during Stress: Evidence from UK Mortgage Moratoria,Bruno Albuquerque & Alexandra Varadi,"We use UK transaction-level data to study whether nationwide mortgage moratoria, or payment holidays (PH), can act as a mechanism for smoothing mortgagors’ consumption following negative aggregate shocks. We find that both borrowers with pre-existing financial vulnerabilities and with stronger balance sheets, including buy-to-let investors, had an incentive to access the policy. This is not surprising since PH were available to all mortgagors and without affecting households’ credit risk scores. Using a quasi-experimental DiD research design based on eligibility, we find that the PH allowed liquidity-constrained households to smooth consumption during the pandemic relative to the control group. By contrast, other mortgagors did not seem to increase consumption relative to the control group, preferring to save the liquidity relief provided by PH. Overall, we find evidence that PH were able to support consumption of more vulnerable households, who are more likely to pull away from consumption during stress periods.",pal:imfecr:v:73:y:2025:i:4:d:10.1057_s41308-024-00249-8,10.1057/s41308-024-00249-8,http://link.springer.com/10.1057/s41308-024-00249-8,G51&D14&E21,2025,imfer
Navigating fiscal fog: Household expectations in an uncertain fiscal environment,"Guo, Junjie & Tang, Li & Xie, Shihan & Yin, Penghui","Using a novel survey of U.S. households with randomized information treatments, we examine how fiscal policy uncertainty affects household macroeconomic expectations and consumption decisions. We find that news about a 3 percentage point increase in government spending growth crowds out household consumption by approximately 1 - 1.5 percentage points. However, this effect is attenuated by 0.27 - 0.6 percentage points when fiscal uncertainty is introduced, primarily due to weakened government spending growth expectations. These average responses mask substantial partisan heterogeneity, as respondents from the party opposing the sitting administration show stronger initial crowd-out responses but significantly smaller reactions under uncertainty. A structural model calibrated to our survey data further reveals that fiscal uncertainty reduces the government spending multiplier primarily through weakened investment responses. Our results highlight the importance of fiscal communication in managing macroeconomic outcomes in uncertain environments.",eee:jeborg:v:240:y:2025:i:c:s016726812500438x,10.1016/j.jebo.2025.107321,http://www.sciencedirect.com/science/article/pii/S016726812500438X,E6&C83&H31,2025,jebo
Revisiting the Rubinstein-Wolinsky model of middlemen,"Gong, Grace Xun & Qiao, Ziqi & Wright, Randall","Rubinstein and Wolinsky’s classic “Middlemen” paper introduced search theoretic models of intermediation. While this inspired much research, existing analysis of the model is incomplete. Rubinstein and Wolinsky show in equilibrium middlemen intermediate (buy from sellers and sell to buyers) when the rate at which they meet buyers exceeds the rate at which sellers meet buyers – but these rates should be endogenous. We characterize equilibrium in terms of fundamentals, not endogenous variables, providing novel existence, uniqueness and comparative static results. Also, being explicit about meeting technologies shows middlemen may intermediate even if their meeting technology is fundamentally inferior to sellers’ technology.",eee:jeborg:v:240:y:2025:i:c:s0167268125004627,10.1016/j.jebo.2025.107345,http://www.sciencedirect.com/science/article/pii/S0167268125004627,D61&D83&D51,2025,jebo
"Fertility restriction, human capital investment and gender equality: Evidence from the one-child policy in China","Hu, Peinan & Gao, Xuwen & Huangfu, Bingyu","This study evaluates the long-term effects of China’s One-Child Policy (OCP) on educational attainment and human capital formation among cohorts born during the policy period. Exploiting variation in fertility penalties across provinces and over time, we find that a one-unit increase in the fine rate increased girls’ educational attainment by 0.292 years relative to boys, with no comparable gains for boys. This gender-differentiated effect accounts for approximately 42 % of the reduction in the gender education gap during this period. The primary mechanism driving this outcome is the reduction in family size induced by the policy, which disproportionately benefited girls. The OCP shifted traditional family dynamics from a model in which “sisters sacrificed for their brothers” to one in which daughters, as only children, accessed educational resources that were previously reserved for sons. This mechanism integrates the quantity–quality (Q–Q) trade-off theory with cultural norms of son preference. We further compare the effects of the OCP on first-generation women (those of childbearing age during the policy period) and second-generation women (those born under the policy). We find that only second-generation women experienced improvements in educational attainment in response to fine intensity, which was accompanied by other long-term outcomes, including delayed marriage, lower fertility, and more progressive gender attitudes relative to men. Overall, the OCP generated unintended yet significant gains for women by contributing to a substantial narrowing of the gender gap in education.",eee:jeborg:v:240:y:2025:i:c:s0167268125004366,10.1016/j.jebo.2025.107319,http://www.sciencedirect.com/science/article/pii/S0167268125004366,,2025,jebo
The impact of financial support to firms during crises: The case of Covid aid in the EU,"Canzian, Giulia & Crivellaro, Elena & Duso, Tomaso & Ferrara, Antonella Rita & Sasso, Alessandro & Verzillo, Stefano","The Covid-19 pandemic caused a global economic crisis, leading governments to provide substantial State aid to support firms. This paper examines the effectiveness of Covid-related financial support in Spain and Italy, focusing on its impact on firm recovery. Using a difference-in-differences (DiD) approach combined with propensity score weighting, it compares outcomes of similar firms receiving aid to those without. The results show significant benefits for micro-firms, including mitigated turnover declines and increased investments in both tangible and intangible assets. The findings highlight the critical role of government support in business survival and recovery, especially for SMEs, during the pandemic.",eee:jeborg:v:240:y:2025:i:c:s0167268125004561,10.1016/j.jebo.2025.107339,http://www.sciencedirect.com/science/article/pii/S0167268125004561,L25&P43&D22&D04&L52,2025,jebo
The role of social ties in spreading innovation: Evidence from alien merchant guilds in China,"Wang, Xiaoquan & Wu, Qi & Zhang, Hong","This paper examines how social ties shape the diffusion of innovation across regions. We focus on social connections formed through participation in Chinese alien merchant guilds, which consist of merchants from the same origin province conducting business in a different host province. Using data on patent citations linked to member firms of inter-provincial guilds, we show that guild establishment significantly increases inter-provincial knowledge flows from the host to the origin province. The effect is stronger and more immediate for knowledge outflows than for knowledge inflows, consistent with the hypothesis that knowledge dissemination is less costly than acquisition. We examine three channels: inventor mobility, patent collaboration, and social interactions, and the empirical evidence is most consistent with social interactions as a central channel. These increased knowledge flows substantially raise innovation output among origin-based members, and also benefit origin-based firms that cite patents of host-based members by improving their access to knowledge generated by host-based members. The results highlight the critical role of external knowledge access through social ties in fostering innovation diffusion and progress.",eee:jeborg:v:240:y:2025:i:c:s0167268125004123,10.1016/j.jebo.2025.107295,http://www.sciencedirect.com/science/article/pii/S0167268125004123,,2025,jebo
Incentivizing group investments: Surplus sharing agreements in theory and experiment,"Guney, Begum & Kibris, Arzu & Kıbrıs, Özgür","A better understanding of surplus sharing is crucial for improving collective action outcomes in investment contexts where individual decisions yield group-level results. This study explores how surplus sharing agreements affect total contribution levels in such environments. We first develop a theoretical framework and then examine its implications through an incentivized laboratory experiment. Our main result shows that a pre-commitment to allocating positive surpluses proportionally and negative surpluses according to a fixed ratio leads to significantly higher total contributions than allocating surpluses solely either proportionally or by a fixed ratio. Furthermore, total contributions under the purely proportional and the purely fixed sharing agreements do not differ significantly. Finally, the degree of inequality embedded in a fixed share allocation does not significantly affect total contribution levels.",eee:jeborg:v:240:y:2025:i:c:s0167268125004482,10.1016/j.jebo.2025.107331,http://www.sciencedirect.com/science/article/pii/S0167268125004482,C91&D23&D01&C72,2025,jebo
Anchoring and subjective belief distributions,"Holm, Håkan J. & Samahita, Margaret & van Veldhuizen, Roel & Wengström, Erik","We investigate how the anchoring effect—a well-established cognitive bias—influences subjective belief distributions. While prior research extensively examines the impact of anchoring and other biases on point estimates, their effect on the underlying distribution and its higher moments remains unexplored. Using two pre-registered online experiments (N = 1467) and two elicitation methods, we find that anchoring impacts not just the mean, but also higher moments of belief distributions. Notably, the traditional anchoring effect in means diminishes when eliciting distributions rather than point estimates. We also find that the elicitation method matters: inattentive participants generate spiky distributions when manually entering numbers for many bins, whereas they generate flat distributions using a click-and-drag interface. These findings show that cognitive biases can extend beyond point estimates, and that the elicitation technique may impact results especially among inattentive participants.",eee:jeborg:v:240:y:2025:i:c:s0167268125004214,10.1016/j.jebo.2025.107304,http://www.sciencedirect.com/science/article/pii/S0167268125004214,C91&D73&K42,2025,jebo
Managing migration: Female mayors and the intake of refugees,"Schirner, Sebastian","This paper studies whether political leaders’ gender matters for crisis management. I examine female mayors in the German state of North Rhine-Westphalia during the intake of Ukrainian refugees in 2022/23. I use granular data on fulfillment of the municipal refugee allocation quota and 2020 municipal election data. I use a two-way fixed effects specification to compare quota fulfillment of female and male mayors before and after the intake of Ukrainian refugees. I supplement this approach by using close mixed-gender mayorship races. Female mayors fulfill the allocation quota less than male mayors in response to the crisis. This difference is not driven by mayor or municipality characteristics. Instead, electoral competition is a plausible mechanism for female mayors’ lower quota fulfillment.",eee:jeborg:v:240:y:2025:i:c:s0167268125004238,10.1016/j.jebo.2025.107306,http://www.sciencedirect.com/science/article/pii/S0167268125004238,J15&J16&F22&H70&D72,2025,jebo
Political responsiveness and transparency in defense policymaking,"Iwanami, Yukari & Okazawa, Ryosuke","We develop a political agency model, which takes into account the asymmetry in information revelation across policy outcomes, and explore how the policymaker’s reputational concerns and transparency in actions influence her defense policy choice and its consequences. We demonstrate that the policymaker’s reputational concerns may have perverse effects as her fear of losing reputation by failing to deter a threat or her incentive to posture may lead her to enact defense policies that are suboptimal for citizens. We also find that policy transparency has mixed effects on citizens’ welfare: whereas transparency makes the incompetent policymaker less inclined to overallocate resources to national defense and reduces inefficient arms buildups (the positive effect), it also prompts her to choose insufficient military preparedness and increases the risk of deterrence failure (the negative effect). Our results suggest that when the policymaker has access to sufficiently accurate information, enhancing policy transparency may improve the welfare of citizens.",eee:jeborg:v:240:y:2025:i:c:s0167268125004639,10.1016/j.jebo.2025.107346,http://www.sciencedirect.com/science/article/pii/S0167268125004639,,2025,jebo
Dynamic effects of affirmative action: Experimental evidence,"Charness, Gary & Cobo-Reyes, Ramón & Kattan, Lamis & Meraglia, Simone & Sánchez, Ángela","This paper studies the impact of Affirmative Action (AA) policies on workforce sorting in competitive payment schemes, workers’ productivity, and firms’ performance. Using a laboratory experiment, we analyse an environment where participants repeatedly choose between two firms with tournament-based pay or a firm offering piece-rate compensation. Experimental treatments vary based on whether participants can switch firms each period and whether one of the tournament-based firms implements AA policies. Our findings reveal that AA significantly boosts female participation in competitive settings without reducing male engagement or productivity, effectively closing the gender gap in tournament selection. However, AA firms face mild talent retention challenges. Importantly, AA induces strong sorting by gender and productivity, with highly productive women preferring AA firms and highly productive men opting for competitive environments in which AA is not in place. These findings suggest that while AA policies successfully attract more women to competitive workplaces, they may also contribute to gender-based clustering – where men and women self-select into different firms based on the presence of AA – while maintaining overall organizational efficiency.",eee:jeborg:v:240:y:2025:i:c:s0167268125004512,10.1016/j.jebo.2025.107334,http://www.sciencedirect.com/science/article/pii/S0167268125004512,C91&A14&J16&J70,2025,jebo
Small ponds are best to motivate performance with relative feedback,"Lou, Hanlin & Page, Lionel & Xu, Hui","Providing feedback on performance relative to a comparison group is a common approach to foster motivation and enhance later performance. In this study, we investigate how the comparison group for such feedback should be chosen. We show in a field experiment taking place in a high school in China that relative performance feedback has a greater positive effect on performance when the comparison group is small than when it is large. We argue that a likely explanation is that the first and last places in a ranking can act as reference points. In small groups, participants’ ranks tend to be closer to these extreme ranks leading to a greater motivation to increase performance in order to reach the first place or avoid the last place.",eee:jeborg:v:240:y:2025:i:c:s0167268125004330,10.1016/j.jebo.2025.107316,http://www.sciencedirect.com/science/article/pii/S0167268125004330,D83&C93&D91,2025,jebo
Faces matter,"Huang, Lidingrong & Jiao, Peiran & Jin, Ye","Using field and survey experiments, we examine how product reviewers’ facial profile images influence behaviour on e-commerce platforms. Across a series of studies, we show that facial profile images accompanying positive reviews, relative to system default images, increase purchase conversion rates by 6.98 % on average (Study 1). Evidence from a controlled survey experiment suggests this operates through a causal effect of faces on perceived review trustworthiness (Study 3). The effect is unlikely to reflect specific facial traits or expressions, which were not clearly discernible. We further demonstrate that the observed effects are not explained by profile personalisation alone (Studies 2 and 3). As an additional explanation for the face effect, we find that users who upload facial profile images may write more helpful reviews (Study 4). Overall, our findings show that human faces can uniquely and meaningfully promote the perceived trustworthiness of online information, contributing to research on face effects, trust, and e-commerce.",eee:jeborg:v:240:y:2025:i:c:s0167268125004135,10.1016/j.jebo.2025.107296,http://www.sciencedirect.com/science/article/pii/S0167268125004135,Z13&C93&D91,2025,jebo
The effect of acute tryptophan depletion on beliefs in a Stag Hunt game,"Bengart, Paul & Declerck, Carolyn H. & Neumann, Thomas & Vogt, Bodo","Coordinating on the payoff dominant (yet risky) strategy in the Stag Hunt game hinges on beliefs that the partner will also select the risky strategy. The purpose of the study was to test the possible involvement of serotonin, a neurotransmitter implicated in mentalizing and prosocial behavior. We conducted an experiment comparing the effect of acute tryptophan depletion treatment (which momentarily lowers serotonin availability in the brain) to a placebo group (receiving a similar treatment but without depletion) and a control group (without treatment). Participants (N = 113 males) played two rounds of an incentivized Stag Hunt game and also stated their beliefs regarding the strategy of their partner. The results corroborate that tryptophan-depleted participants’ estimates of their partner choosing the risky strategy are significantly lower (amounting to a 13 % reduction compared to placebo and 16 % reduction compared to control), while risk attitudes and mood remained unchanged. Almost all participants played best response according to their beliefs. We conclude that serotonin is a necessary (but not sufficient) element underscoring successful, mutually beneficial coordination.",eee:jeborg:v:240:y:2025:i:c:s0167268125004378,10.1016/j.jebo.2025.107320,http://www.sciencedirect.com/science/article/pii/S0167268125004378,,2025,jebo
Information structures in college admissions,"Sato, Hiroto & Shirakawa, Ryo","We study the role of priority information structures in a simple college admissions model where a continuum of students share a common preference. Each student with partial information about the priority order strategically applies to a single school, which then admits students based on the realized priority order. The first main theorem characterizes equilibrium student distributions across schools. A simple class of disclosure rules, cutoff signals, can implement any equilibrium distribution and generate ex-ante fair allocations that are also the closest to being ex-post fair among distributions achieving the same outcome. As an application, we examine an information design problem. The second main theorem shows that each equilibrium distribution is implementable as a unique equilibrium.",eee:jeborg:v:240:y:2025:i:c:s0167268125004391,10.1016/j.jebo.2025.107322,http://www.sciencedirect.com/science/article/pii/S0167268125004391,C78&D82&D47,2025,jebo
The detrimental effect of group size on institution formation,"Detemple, Julian & Kosfeld, Michael","A solution for the provision of public goods is the formation of institutions that change the rules of the game, e.g., through sanctions or enforced cooperation commitments. While prior laboratory experiments document a positive effect of the opportunity to form such institutions on cooperation in small groups, groups in the field are typically much larger. We test the causal effect of group size on institution formation and show that institutions almost never form successfully as group size increases from four to just eight or twelve individuals. Prior results on the formation of institutions, such as those of Kosfeld et al. [2009], thus do not generalize to larger groups. Our findings document that individuals are less willing to be bound by the rules of the institution, while willing individuals struggle to reach a unanimous decision as group size increases.",eee:jeborg:v:240:y:2025:i:c:s0167268125004159,10.1016/j.jebo.2025.107298,http://www.sciencedirect.com/science/article/pii/S0167268125004159,D02&H41&C92,2025,jebo
Foreign direct investments and CO2 emissions in Asia: A data-driven optimal transport perspective,"Spelta, Alessandro & Pecora, Nicolò & Chen, Hung-Ju","The environmental implications of Foreign Direct Investment (FDI) remain a topic of debate, with traditional models facing challenges in establishing a clear nexus between FDI and emissions. Against this background, we propose a novel, non-parametric approach based on Optimal Transport theory to examine the evolution of joint and conditional distributions of FDI and carbon emissions (CO2) across Asia. Leveraging satellite data, our method estimates optimal transport maps that represent the least costly way to transition between FDI and emissions distributions over time. We further construct one-period-ahead distributional forecasts using Wasserstein barycentric interpolation, ensuring minimal divergence from past observations. Our data-driven framework captures complex, nonlinear dependencies without imposing rigid parametric assumptions. The analysis reveals a positive relationship between FDI and CO2 emissions, with aggregate forecasts indicating a generally increasing trend for both variables. However, distinct patterns emerge across selected countries, suggesting heterogeneous environmental impacts of FDI.",eee:jeborg:v:240:y:2025:i:c:s0167268125004354,10.1016/j.jebo.2025.107318,http://www.sciencedirect.com/science/article/pii/S0167268125004354,F64&C02&Q56,2025,jebo
Looks and gaming: Who and why?,"Chung, Andy & Hamermesh, Daniel S. & Singleton, Carl & Wang, Zhengxin & Zhang, Junsen","Americans spend 2.5 percent of their waking hours video-gaming. Using the American Add Health Study, we show that adults who are better-looking have more close friends. Gaming being costlier for them, they engage in less of it. Physically attractive teens are less likely than others to game at all. Attractive adults are less likely than others to spend any time gaming; if they do, they spend less time on it than other gamers. The reverse is true among teens and adults for some other non-market activities—sports and hobby groups. Using the longitudinal nature of the Study, we find that these relationships may be causal for adults: good looks decrease gaming time, not vice-versa. The results provide new evidence on how looks affect non-market time use and perhaps indicate the role that they play in personal development.",eee:jeborg:v:240:y:2025:i:c:s0167268125004573,10.1016/j.jebo.2025.107340,http://www.sciencedirect.com/science/article/pii/S0167268125004573,L86&L82&J22,2025,jebo
Strategizing with AI: Insights from a beauty contest experiment,"Alekseenko, Iuliia & Dagaev, Dmitry & Paklina, Sofiia & Parshakov, Petr","A p-beauty contest is a wide class of games of guessing the most popular strategy among other players. In particular, guessing a fraction of a mean of numbers chosen by all players is a classic behavioral experiment designed to test iterative reasoning patterns among various groups of people. The previous literature reveals that the level of sophistication of the opponents is an important factor affecting the outcome of the game. Smarter decision makers choose strategies that are closer to theoretical Nash equilibrium and demonstrate faster convergence to equilibrium in iterated contests with information revelation. We replicate a series of classic experiments by running virtual experiments with large language models (LLMs) who play against various groups of virtual players. Our results show that LLMs recognize the strategic context of the game and demonstrate expected adaptability to the changing set of parameters. LLMs systematically behave in a more sophisticated way compared to the participants of the original experiments. All LLMs still fail to identify dominant strategies in a two-player game. Our results contribute to the discussion on the accuracy of modeling human economic agents by artificial intelligence.",eee:jeborg:v:240:y:2025:i:c:s0167268125004470,10.1016/j.jebo.2025.107330,http://www.sciencedirect.com/science/article/pii/S0167268125004470,C99&D91&C72,2025,jebo
Comparison of independence axiom violations across primates: Humans and monkeys,"Seak, Leo Chi U & Jain, Ritesh & Nielsen, Kirby & Schultz, Wolfram & Ferrari-Toniolo, Simone","The Independence Axiom (IA) of Expected Utility Theory (EUT) is crucial for defining the value representation of risky choice options. With the IA, EUT presents the first of many crucial tests for utility maximization and thus serves as a benchmark for consistent choice under risk. However, the IA is frequently violated, most likely due to subjective weighting of reward probabilities. IA violations have been reported separately in humans and monkeys, but differences in payoff structure compromised comparisons. To overcome these limitations, we used matching payoff structures for the two primate species. Choices in both humans and monkeys violated the IA in a broad range of reward probabilities. In some human participants, the IA violations correlated with those of the monkeys, which indicates a common underlying decision mechanism. In other cases, the IA violations differed between the two species and reflected differences in utility functions: utility was mostly concave in humans but convex in monkeys. These inter-species comparisons provide a basis for future behavioral and neuronal studies addressing the origin of similarities and differences in primates’ decisions under risk.",eee:jeborg:v:240:y:2025:i:c:s0167268125004494,10.1016/j.jebo.2025.107332,http://www.sciencedirect.com/science/article/pii/S0167268125004494,C91&D90&D80,2025,jebo
Attitudes Toward Uncertain Risks: Evidence from a Representative Survey,"Gandhi, Amit & Samek, Anya & Serrano-Padial, Ricardo","We survey a representative sample of US households to evaluate the impact of uncertainty on their willingness to insure against a potential loss. We document three main patterns: individuals switch from risk averse to risk loving as risks become more likely; individuals exhibit uncertainty aversion; and risk and uncertainty aversion are negatively correlated. We theoretically show the need for probability weighing to account for the switch from risk aversion to risk loving. We propose a generalization of recursive anticipated utility, which models uncertainty as a two-stage lottery and applies probability weighting to both stages, that can explain our data. We estimate the distribution of preferences in the population and find that most individuals overweigh small probabilities and underweigh large probabilities in both stages. We also suggest how to account for unobserved uncertainty when estimating preferences from insurance data.",eee:jeborg:v:240:y:2025:i:c:s0167268125004688,10.1016/j.jebo.2025.107351,http://www.sciencedirect.com/science/article/pii/S0167268125004688,G22&J33&D81&D14&D12,2025,jebo
Old age allowances and cognitive function: A quasi-experimental study of China's oldest-old,"Fang, Guanfu & Tang, Tianyu","The population aged 80 and above (the oldest-old) represents the fastest-growing age group globally and has the greatest need for maintaining cognitive health. This paper investigates the causal impact of old age allowances on cognitive function among China's oldest-old. Exploiting a regression discontinuity design around old age allowance eligibility thresholds, we demonstrate that these allowances significantly enhance cognitive function. Our empirical analysis indicates that increased healthcare utilization and improvements in physical health are unlikely to be the primary mechanisms. We provide some evidence for the mechanisms that old age allowances increase food consumption, reduce labor participation, expand social engagement, strengthen personal relationships, and alleviate depressive symptoms.",eee:jeborg:v:240:y:2025:i:c:s0167268125004615,10.1016/j.jebo.2025.107344,http://www.sciencedirect.com/science/article/pii/S0167268125004615,H50&J14&J24,2025,jebo
Nudging or nagging: The perils of persuasion,"Guido, Andrea & Tverskoi, Denis & Gavrilets, Sergey & Sánchez, Angel & Andrighetto, Giulia","Over the past few years, policy-makers have enthusiastically resorted to mass persuasion to promote behavioral change. However, the one-size-fit-all approach adopted by most of policy-makers has often been criticized for leading to more heterogeneous and undesired behavior. A central unanswered question is whether the effect of persuasion depends on individuals’ predisposition to follow externally-imposed rules. We provide experimental evidence on the heterogeneous effect of persuasion in a collective action problem. By studying the effect of appeals in an online experiment, we find that rule followers comply with the content of the appeal, while rule breakers react against it. Reactance to appeals among rule breakers emerges after some time and is robust even after controlling for social preferences, personal and social norms. Persuasive appeals have no overall effect on welfare, yet they introduce distributional disparities. Our findings raise awareness about the importance of individual heterogeneity when designing and evaluating behavioral interventions.",eee:jeborg:v:240:y:2025:i:c:s016726812500410x,10.1016/j.jebo.2025.107293,http://www.sciencedirect.com/science/article/pii/S016726812500410X,D9&D7,2025,jebo
Recall distortion and past choices,"Heath, Rebecca & Roy-Chowdhury, Vivek","We explore whether beliefs are distorted to enable optimism about the consequences of past choices. In our experiment, involving over 1000 subjects, individuals are asked to recall a signal. In the treatment group alone, the signal is positively correlated with a favourable unobserved outcome of a prior choice. Our results show that subjects in the treatment group believe the signal was higher, even immediately after transmission. We also obtain some evidence that belief distortions increase after a few days due to memory loss. Finally, subjects distort beliefs in precisely the same way even when they know they will find out the true value at the end of the experiment, implying that the ability to sustain belief distortions indefinitely does not influence the present motive to distort beliefs.",eee:jeborg:v:240:y:2025:i:c:s0167268125004196,10.1016/j.jebo.2025.107302,http://www.sciencedirect.com/science/article/pii/S0167268125004196,C91&D83&D91,2025,jebo
